"Date","Price","Open","High","Low","Vol.","Change %"
"12/07/2016","56.50","56.50","56.50","56.50","341.68K","-0.82%"
"12/06/2016","56.97","56.97","56.97","56.97","214.30K","-0.89%"
"12/05/2016","57.48","57.25","57.25","57.25","0.01K","0.24%"
"12/02/2016","57.34","57.34","57.34","57.34","0.00K","1.16%"
"12/01/2016","56.68","56.68","56.68","56.68","320.57K","-0.40%"
"11/30/2016","56.91","56.91","56.91","56.91","381.49K","3.23%"
"11/29/2016","55.13","55.13","55.13","55.13","198.02K","-2.37%"
"11/28/2016","56.47","56.47","56.47","56.47","152.44K","0.95%"
"11/25/2016","55.94","55.94","55.94","55.94","72.64K","16.59%"
"11/24/2016","47.98","48.03","48.26","47.80","","-16.24%"
"11/23/2016","57.28","57.28","57.28","57.28","114.12K","-0.47%"
"11/22/2016","57.55","57.55","57.55","57.55","201.33K","0.31%"
"11/21/2016","57.37","57.37","57.37","57.37","0.00K","2.01%"
"11/18/2016","56.24","56.24","56.24","56.24","0.01K","0.50%"
"11/17/2016","55.96","55.96","55.96","55.96","0.00K","0.41%"
"11/16/2016","55.73","55.73","55.73","55.73","419.13K","-0.62%"
"11/15/2016","56.08","56.25","56.25","56.25","0.01K","1.70%"
"11/14/2016","55.14","55.14","55.14","55.14","0.01K","-0.93%"
"11/11/2016","55.66","55.66","55.66","55.66","296.74K","-1.71%"
"11/10/2016","56.63","56.63","56.63","56.63","0.00K","-0.05%"
"11/09/2016","56.66","56.66","56.66","56.66","414.39K","1.27%"
"11/08/2016","55.95","55.81","55.81","55.81","0.04K","0.50%"
"11/07/2016","55.67","55.67","55.67","55.67","257.43K","1.24%"
"11/04/2016","54.99","55.05","55.05","55.05","0.01K","-0.88%"
"11/03/2016","55.48","56.17","56.17","56.17","0.06K","-0.73%"
"11/02/2016","55.89","55.89","55.89","55.89","0.00K","-1.08%"
"11/01/2016","56.50","56.50","56.50","56.50","0.01K","0.43%"
"10/31/2016","56.26","56.26","56.26","56.26","164.53K","-2.04%"
"10/28/2016","57.43","57.43","57.43","57.43","105.38K","-0.98%"
"10/27/2016","58.00","58.00","58.00","58.00","115.07K","-0.02%"
"10/26/2016","58.01","58.01","58.01","58.01","134.88K","-1.12%"
"10/25/2016","58.67","58.67","58.67","58.67","123.98K","-0.49%"
"10/24/2016","58.96","58.96","58.96","58.96","185.17K","0.26%"
"10/21/2016","58.81","58.81","58.81","58.81","163.90K","0.96%"
"10/20/2016","58.25","58.25","58.25","58.25","548.95K","-0.97%"
"10/19/2016","58.82","58.82","58.82","58.82","631.94K","0.93%"
"10/18/2016","58.28","58.28","58.28","58.28","380.49K","0.76%"
"10/17/2016","57.84","57.84","57.84","57.84","310.44K","0.07%"
"10/14/2016","57.80","57.80","57.80","57.80","353.20K","-0.41%"
"10/13/2016","58.04","58.04","58.04","58.04","471.40K","-0.03%"
"10/12/2016","58.06","58.06","58.06","58.06","278.29K","-0.17%"
"10/11/2016","58.16","58.16","58.16","58.16","469.05K","-1.51%"
"10/10/2016","59.05","59.05","59.05","59.05","378.51K","0.24%"
"10/07/2016","58.91","58.91","58.91","58.91","273.38K","-0.61%"
"10/06/2016","59.27","59.27","59.27","59.27","258.09K","-0.05%"
"10/05/2016","59.30","59.30","59.30","59.30","197.37K","0.78%"
"10/04/2016","58.84","58.84","58.84","58.84","186.25K","0.41%"
"10/03/2016","58.60","58.60","58.60","58.60","144.96K","0.27%"
"09/30/2016","58.44","58.44","58.44","58.44","155.20K","0.76%"
"09/29/2016","58.00","58.00","58.00","58.00","241.84K","0.42%"
"09/28/2016","57.76","56.75","56.75","56.75","0.00K","2.38%"
"09/27/2016","56.42","56.42","56.42","56.42","157.52K","-1.48%"
"09/26/2016","57.27","57.27","57.27","57.27","146.47K","2.16%"
"09/23/2016","56.06","56.06","56.06","56.06","205.35K","-2.11%"
"09/22/2016","57.27","57.27","57.27","57.27","214.50K","1.52%"
"09/21/2016","56.41","56.41","56.41","56.41","218.16K","0.80%"
"09/20/2016","55.96","55.96","55.96","55.96","694.13K","0.13%"
"09/19/2016","55.89","55.89","55.89","55.89","515.31K","0.81%"
"09/16/2016","55.44","55.44","55.44","55.44","421.42K","-1.39%"
"09/15/2016","56.22","56.22","56.22","56.22","392.52K","0.61%"
"09/14/2016","55.88","55.88","55.88","55.88","350.53K","-1.46%"
"09/13/2016","56.71","56.71","56.71","56.71","319.46K","-0.84%"
"09/12/2016","57.19","57.19","57.19","57.19","315.83K","0.58%"
"09/09/2016","56.86","56.86","56.86","56.86","290.79K","-2.49%"
"09/08/2016","58.31","58.31","58.31","58.31","295.62K","2.66%"
"09/07/2016","56.80","56.80","56.80","56.80","0.00K","1.36%"
"09/06/2016","56.04","56.04","56.04","56.04","264.29K","24.34%"
"09/05/2016","45.07","44.12","46.53","44.07","","2.18%"
"09/04/2016","44.11","44.15","44.38","44.10","","-20.68%"
"09/02/2016","55.61","55.61","55.61","55.61","129.61K","2.30%"
"09/01/2016","54.36","54.45","54.50","54.37","0.00K","-2.20%"
"08/31/2016","55.58","56.77","56.77","56.67","0.03K","-2.66%"
"08/30/2016","57.10","56.70","56.70","56.70","0.00K","-1.18%"
"08/29/2016","57.78","57.78","57.78","57.78","59.42K","-0.96%"
"08/26/2016","58.34","58.00","58.25","58.00","0.00K","0.52%"
"08/25/2016","58.04","58.04","58.04","58.04","87.43K","0.29%"
"08/24/2016","57.87","57.87","57.87","57.87","127.20K","-1.50%"
"08/23/2016","58.75","58.75","58.75","58.75","0.00K","1.21%"
"08/22/2016","58.05","58.05","58.05","58.05","515.26K","-1.91%"
"08/19/2016","59.18","59.18","59.18","59.18","555.57K","0.14%"
"08/18/2016","59.10","59.10","59.10","59.10","474.90K","1.34%"
"08/17/2016","58.32","57.95","57.95","57.95","0.00K","1.09%"
"08/16/2016","57.69","57.69","57.69","57.69","272.46K","1.26%"
"08/15/2016","56.97","56.74","56.74","56.74","0.00K","1.05%"
"08/12/2016","56.38","56.38","56.38","56.38","186.97K","0.75%"
"08/11/2016","55.96","56.01","56.01","56.01","0.00K","2.04%"
"08/10/2016","54.84","54.84","54.84","54.84","255.73K","-0.35%"
"08/09/2016","55.03","55.03","55.03","55.03","243.53K","0.20%"
"08/08/2016","54.92","54.92","54.92","54.92","250.45K","1.29%"
"08/05/2016","54.22","54.22","54.22","54.22","215.86K","0.11%"
"08/04/2016","54.16","54.16","54.16","54.16","195.42K","0.06%"
"08/03/2016","54.13","54.13","54.13","54.13","176.23K","0.88%"
"08/02/2016","53.66","53.98","53.98","53.98","0.00K","-0.24%"
"08/01/2016","53.79","53.79","53.79","53.79","168.09K","-1.25%"
"07/29/2016","54.47","54.47","54.47","54.47","0.00K","-0.53%"
"07/28/2016","54.76","54.68","54.68","54.68","0.02K","-2.18%"
"07/27/2016","55.98","56.77","56.77","55.87","0.02K","-1.67%"
"07/26/2016","56.93","56.93","56.93","56.93","103.92K","-0.38%"
"07/25/2016","57.15","56.97","56.97","56.97","0.00K","-0.07%"
"07/22/2016","57.19","57.19","57.19","57.19","68.04K","-0.10%"
"07/21/2016","57.25","57.25","57.25","57.25","77.78K","-1.09%"
"07/20/2016","57.88","56.99","57.36","56.99","0.01K","0.91%"
"07/19/2016","57.36","57.36","57.36","57.36","481.71K","0.83%"
"07/18/2016","56.89","56.89","56.89","56.89","334.57K","-0.80%"
"07/15/2016","57.35","57.35","57.35","57.35","265.01K","-0.57%"
"07/14/2016","57.68","57.51","57.51","57.51","0.00K","0.35%"
"07/13/2016","57.48","58.21","58.21","58.21","0.00K","-2.13%"
"07/12/2016","58.73","58.73","58.73","58.73","303.66K","1.01%"
"07/11/2016","58.14","58.14","58.14","58.14","249.91K","-0.29%"
"07/08/2016","58.31","58.31","58.31","58.31","239.73K","1.29%"
"07/07/2016","57.57","57.57","57.57","57.57","203.36K","-2.32%"
"07/06/2016","58.94","58.94","58.94","58.94","217.44K","1.90%"
"07/05/2016","57.84","57.75","57.75","57.75","0.00K","18.89%"
"07/04/2016","48.65","49.01","49.35","48.54","","-0.73%"
"07/03/2016","49.01","49.14","49.22","48.94","","-16.69%"
"07/01/2016","58.83","58.83","58.83","58.83","109.66K","2.31%"
"06/30/2016","57.50","57.50","57.50","57.50","0.04K","-1.84%"
"06/29/2016","58.58","58.58","58.58","58.58","152.34K","2.97%"
"06/28/2016","56.89","56.89","56.89","56.89","131.35K","2.95%"
"06/27/2016","55.26","55.26","55.26","55.26","105.29K","-0.31%"
"06/24/2016","55.43","55.43","55.43","55.43","142.71K","-3.18%"
"06/23/2016","57.25","57.25","57.25","57.25","95.56K","0.83%"
"06/22/2016","56.78","56.78","56.78","56.78","147.67K","0.12%"
"06/21/2016","56.71","56.71","56.71","56.71","475.41K","-0.28%"
"06/20/2016","56.87","56.87","56.87","56.87","453.61K","1.52%"
"06/17/2016","56.02","56.02","56.02","56.02","417.37K","2.43%"
"06/16/2016","54.69","55.00","55.00","55.00","0.00K","-2.18%"
"06/15/2016","55.91","55.91","55.91","55.91","285.23K","-0.71%"
"06/14/2016","56.31","56.31","56.31","56.31","224.66K","-0.85%"
"06/13/2016","56.79","56.79","56.79","56.79","204.42K","-0.04%"
"06/10/2016","56.81","56.81","56.81","56.81","241.75K","-0.92%"
"06/09/2016","57.34","57.34","57.34","57.34","226.02K","-0.81%"
"06/08/2016","57.81","57.81","57.81","57.81","264.10K","-0.10%"
"06/07/2016","57.87","57.87","57.87","57.87","223.54K","0.42%"
"06/06/2016","57.63","57.63","57.63","57.63","116.88K","0.45%"
"06/03/2016","57.37","57.37","57.37","57.37","89.04K","-1.00%"
"06/02/2016","57.95","57.95","57.95","57.95","107.30K","0.36%"
"06/01/2016","57.74","57.74","57.74","57.74","142.49K","-0.38%"
"05/31/2016","57.96","58.00","58.00","58.00","0.03K","17.07%"
"05/30/2016","49.51","49.56","49.75","49.08","","-0.14%"
"05/29/2016","49.58","49.54","49.71","49.54","","-14.31%"
"05/27/2016","57.86","57.70","57.84","57.68","0.12K","0.03%"
"05/26/2016","57.84","57.84","57.84","57.84","91.44K","0.19%"
"05/25/2016","57.73","57.73","57.73","57.73","104.01K","0.66%"
"05/24/2016","57.35","57.35","57.35","57.35","101.83K","0.49%"
"05/23/2016","57.07","57.07","57.07","57.07","86.28K","0.81%"
"05/20/2016","56.61","56.61","56.61","56.61","0.02K","-0.56%"
"05/19/2016","56.93","56.40","56.40","56.40","0.04K","0.87%"
"05/18/2016","56.44","56.40","56.40","56.40","0.03K","0.64%"
"05/17/2016","56.08","56.08","56.08","56.08","313.96K","1.19%"
"05/16/2016","55.42","55.42","55.42","55.42","273.39K","0.45%"
"05/13/2016","55.17","55.17","55.17","55.17","0.00K","-2.04%"
"05/12/2016","56.32","56.32","56.32","56.32","280.26K","-0.62%"
"05/11/2016","56.67","56.67","56.67","56.67","358.58K","0.02%"
"05/10/2016","56.66","56.66","56.66","56.66","257.11K","0.94%"
"05/09/2016","56.13","56.36","56.36","56.36","0.07K","0.65%"
"05/06/2016","55.77","55.77","55.77","55.77","241.31K","1.16%"
"05/05/2016","55.13","55.13","55.13","55.13","195.47K","1.44%"
"05/04/2016","54.35","54.35","54.35","54.35","218.77K","0.61%"
"05/03/2016","54.02","54.02","54.02","54.02","0.00K","-0.06%"
"05/02/2016","54.05","54.05","54.05","54.05","106.14K","-0.83%"
"04/29/2016","54.50","54.50","54.50","54.50","134.09K","0.48%"
"04/28/2016","54.24","54.24","54.24","54.24","110.36K","-0.37%"
"04/27/2016","54.44","54.44","54.44","54.44","0.00K","1.53%"
"04/26/2016","53.62","53.62","53.62","53.62","116.90K","0.83%"
"04/25/2016","53.18","53.18","53.18","53.18","128.82K","0.15%"
"04/22/2016","53.10","53.10","53.10","53.10","88.10K","1.96%"
"04/21/2016","52.08","52.08","52.08","52.08","130.96K","-0.38%"
"04/20/2016","52.28","52.28","52.28","52.28","796.24K","2.59%"
"04/19/2016","50.96","51.11","51.11","51.11","0.00K","1.33%"
"04/18/2016","50.29","50.29","50.29","50.29","609.49K","-0.30%"
"04/15/2016","50.44","50.44","50.44","50.44","387.55K","-2.32%"
"04/14/2016","51.64","51.64","51.64","51.64","260.59K","-1.24%"
"04/13/2016","52.29","52.29","52.29","52.29","341.99K","-0.34%"
"04/12/2016","52.47","52.25","52.25","52.25","0.00K","1.18%"
"04/11/2016","51.86","51.86","51.86","51.86","316.85K","1.21%"
"04/08/2016","51.24","51.24","51.24","51.24","389.59K","2.89%"
"04/07/2016","49.80","49.80","49.80","49.80","269.94K","-1.93%"
"04/06/2016","50.78","50.78","50.78","50.78","287.07K","2.19%"
"04/05/2016","49.69","49.21","49.21","49.21","0.00K","-0.76%"
"04/04/2016","50.07","50.07","50.07","50.07","194.06K","-1.36%"
"04/01/2016","50.76","50.76","50.76","50.76","131.46K","-2.18%"
"03/31/2016","51.89","51.89","51.89","51.89","151.95K","0.72%"
"03/30/2016","51.52","51.52","51.52","51.52","136.57K","1.38%"
"03/29/2016","50.82","50.82","50.82","50.82","114.21K","0.20%"
"03/28/2016","50.72","50.72","50.72","50.72","57.12K","-0.08%"
"03/24/2016","50.76","50.76","50.76","50.76","147.13K","-0.61%"
"03/23/2016","51.07","51.07","51.07","51.07","144.40K","-0.76%"
"03/22/2016","51.46","51.46","51.46","51.46","138.98K","0.35%"
"03/21/2016","51.28","51.28","51.28","51.28","479.34K","0.49%"
"03/18/2016","51.03","51.03","51.03","51.03","671.72K","0.55%"
"03/17/2016","50.75","50.75","50.75","50.75","442.92K","0.00%"
"03/16/2016","50.75","50.75","50.75","50.75","374.54K","1.18%"
"03/15/2016","50.16","50.16","50.16","50.16","246.02K","-0.18%"
"03/14/2016","50.25","50.25","50.25","50.25","229.53K","-1.55%"
"03/11/2016","51.04","51.04","51.04","51.04","254.38K","0.63%"
"03/10/2016","50.72","50.72","50.72","50.72","315.94K","-0.55%"
"03/09/2016","51.00","51.00","51.00","51.00","334.94K","1.84%"
"03/08/2016","50.08","50.08","50.08","50.08","0.11K","-2.19%"
"03/07/2016","51.20","50.30","50.30","50.30","0.00K","1.79%"
"03/04/2016","50.30","50.30","50.30","50.30","151.71K","1.35%"
"03/03/2016","49.63","49.63","49.63","49.63","168.94K","-0.46%"
"03/02/2016","49.86","49.86","49.86","49.86","184.86K","-0.44%"
"03/01/2016","50.08","50.08","50.08","50.08","178.40K","0.46%"
"02/29/2016","49.85","49.85","49.85","49.85","132.23K","2.13%"
"02/26/2016","48.81","48.81","48.81","48.81","149.86K","-1.89%"
"02/25/2016","49.75","49.00","49.50","49.00","0.04K","0.63%"
"02/24/2016","49.44","49.00","49.00","49.00","0.00K","0.59%"
"02/23/2016","49.15","50.21","50.21","50.21","0.01K","-2.07%"
"02/22/2016","50.19","50.19","50.19","50.19","521.02K","1.97%"
"02/19/2016","49.22","49.22","49.22","49.22","510.90K","-1.89%"
"02/18/2016","50.17","50.17","50.17","50.17","432.13K","-0.97%"
"02/17/2016","50.66","51.50","51.50","51.50","0.01K","1.79%"
"02/16/2016","49.77","49.77","49.77","49.77","481.27K","62.62%"
"02/15/2016","30.60","29.08","30.69","28.97","","5.26%"
"02/14/2016","29.08","29.06","29.18","28.97","","-42.92%"
"02/12/2016","50.94","50.94","50.94","50.94","426.18K","5.10%"
"02/11/2016","48.47","48.47","48.47","48.47","437.44K","0.08%"
"02/10/2016","48.43","48.43","48.43","48.43","442.45K","0.85%"
"02/09/2016","48.02","49.00","49.00","49.00","0.00K","-4.78%"
"02/08/2016","50.43","50.43","50.43","50.43","281.25K","-0.75%"
"02/05/2016","50.81","50.81","50.81","50.81","233.78K","-0.18%"
"02/04/2016","50.90","50.90","50.90","50.90","241.33K","0.91%"
"02/03/2016","50.44","50.44","50.44","50.44","289.10K","1.71%"
"02/02/2016","49.59","49.50","49.50","49.50","0.00K","-1.45%"
"02/01/2016","50.32","50.32","50.32","50.32","165.43K","-2.46%"
"01/29/2016","51.59","51.59","51.59","51.59","0.01K","1.90%"
"01/28/2016","50.63","50.80","51.50","50.80","0.04K","0.80%"
"01/27/2016","50.23","50.23","50.23","50.23","179.26K","1.19%"
"01/26/2016","49.64","49.80","49.80","49.80","0.04K","1.78%"
"01/25/2016","48.77","48.77","48.77","48.77","152.74K","0.52%"
"01/22/2016","48.52","48.52","48.52","48.52","152.38K","4.21%"
"01/21/2016","46.56","46.20","46.20","46.10","0.02K","0.82%"
"01/20/2016","46.18","46.11","46.60","45.60","0.04K","-0.82%"
"01/19/2016","46.56","47.50","47.50","47.00","0.01K","55.07%"
"01/18/2016","30.02","29.76","30.88","29.67","","0.94%"
"01/17/2016","29.75","30.68","30.68","29.36","","-37.80%"
"01/15/2016","47.82","49.00","49.00","48.25","0.01K","-4.40%"
"01/14/2016","50.02","50.02","50.02","50.02","407.65K","0.99%"
"01/13/2016","49.53","51.00","51.00","50.60","0.00K","-1.82%"
"01/12/2016","50.45","52.00","52.00","51.40","0.07K","-1.94%"
"01/11/2016","51.45","51.45","51.45","51.45","303.77K","-2.33%"
"01/08/2016","52.68","52.68","52.68","52.68","297.37K","-0.15%"
"01/07/2016","52.76","53.01","53.01","53.01","0.00K","-1.73%"
"01/06/2016","53.69","53.69","53.69","53.69","195.61K","-2.13%"
"01/05/2016","54.86","54.86","54.86","54.86","126.52K","-0.92%"
"01/04/2016","55.37","55.37","55.37","55.37","108.27K","-0.31%"
"12/31/2015","55.54","55.54","55.54","55.54","67.44K","1.00%"
"12/30/2015","54.99","54.99","54.99","54.99","59.45K","-1.20%"
"12/29/2015","55.66","55.66","55.66","55.66","54.91K","1.33%"
"12/28/2015","54.93","54.93","54.93","54.93","49.20K","-0.70%"
"12/24/2015","55.32","55.32","55.32","55.32","46.67K","1.73%"
"12/23/2015","54.38","54.38","54.38","54.38","97.65K","0.22%"
"12/22/2015","54.26","54.26","54.26","54.26","87.27K","-1.60%"
"12/21/2015","55.14","55.14","55.14","55.14","298.08K","-1.20%"
"12/18/2015","55.81","55.81","55.81","55.81","402.55K","-0.52%"
"12/17/2015","56.10","56.10","56.10","56.10","292.57K","-0.32%"
"12/16/2015","56.28","56.28","56.28","56.28","300.70K","-0.69%"
"12/15/2015","56.67","56.67","56.67","56.67","273.41K","0.12%"
"12/14/2015","56.60","56.60","56.60","56.60","234.76K","-2.01%"
"12/11/2015","57.76","57.76","57.76","57.76","228.16K","-1.20%"
"12/10/2015","58.46","58.46","58.46","58.46","228.07K","0.34%"
"12/09/2015","58.26","58.26","58.26","58.26","266.97K","-0.17%"
"12/08/2015","58.36","58.36","58.36","58.36","352.77K","-0.09%"
"12/07/2015","58.41","58.41","58.41","58.41","264.15K","-0.43%"
"12/04/2015","58.66","58.66","58.66","58.66","118.06K","0.02%"
"12/03/2015","58.65","58.65","58.65","58.65","119.42K","1.03%"
"12/02/2015","58.05","58.05","58.05","58.05","135.01K","-0.48%"
"12/01/2015","58.33","58.33","58.33","58.33","84.07K","-0.14%"
"11/30/2015","58.41","58.41","58.41","58.41","87.78K","-0.36%"
"11/27/2015","58.62","58.62","58.62","58.62","45.49K","37.64%"
"11/26/2015","42.59","43.08","43.29","42.30","","-27.98%"
"11/25/2015","59.14","59.14","59.14","59.14","68.62K","-0.05%"
"11/24/2015","59.17","59.17","59.17","59.17","78.64K","2.18%"
"11/23/2015","57.91","57.91","57.91","57.91","126.15K","0.50%"
"11/20/2015","57.62","57.62","57.62","57.62","432.64K","0.07%"
"11/19/2015","57.58","57.77","57.77","57.77","0.00K","-0.64%"
"11/18/2015","57.95","58.01","58.01","58.00","0.00K","-0.02%"
"11/17/2015","57.96","57.96","57.96","57.96","272.90K","-1.53%"
"11/16/2015","58.86","58.86","58.86","58.86","354.42K","0.22%"
"11/13/2015","58.73","58.73","58.73","58.73","248.59K","0.10%"
"11/12/2015","58.67","58.67","58.67","58.67","260.26K","0.03%"
"11/11/2015","58.65","58.65","58.65","58.65","237.60K","-1.35%"
"11/10/2015","59.45","59.45","59.45","59.45","192.36K","0.68%"
"11/09/2015","59.05","59.05","59.05","59.05","237.59K","0.05%"
"11/06/2015","59.02","59.00","59.00","59.00","0.00K","-0.61%"
"11/05/2015","59.38","59.38","59.38","59.38","147.58K","-0.79%"
"11/04/2015","59.85","59.85","59.85","59.85","106.89K","-1.72%"
"11/03/2015","60.90","60.90","60.90","60.90","87.73K","0.89%"
"11/02/2015","60.36","60.36","60.36","60.36","64.62K","-0.48%"
"10/30/2015","60.65","60.65","60.65","60.65","81.09K","0.55%"
"10/29/2015","60.32","60.32","60.32","60.32","112.80K","-0.64%"
"10/28/2015","60.71","60.71","60.71","60.71","106.68K","2.19%"
"10/27/2015","59.41","59.41","59.41","59.41","0.00K","-1.18%"
"10/26/2015","60.12","60.12","60.12","60.12","68.54K","0.07%"
"10/23/2015","60.08","60.08","60.08","60.08","119.70K","-1.12%"
"10/22/2015","60.76","60.76","60.76","60.76","93.44K","0.90%"
"10/21/2015","60.22","60.22","60.22","60.22","94.43K","-0.64%"
"10/20/2015","60.61","60.61","60.61","60.61","361.31K","0.63%"
"10/19/2015","60.23","60.23","60.23","60.23","395.60K","-1.42%"
"10/16/2015","61.10","61.10","61.10","61.10","284.31K","0.43%"
"10/15/2015","60.84","60.84","60.84","60.84","276.94K","0.56%"
"10/14/2015","60.50","60.35","60.35","60.35","0.00K","0.83%"
"10/13/2015","60.00","60.00","60.00","60.00","0.00K","0.20%"
"10/12/2015","59.88","59.88","59.88","59.88","200.85K","-1.19%"
"10/09/2015","60.60","60.60","60.60","60.60","271.68K","1.54%"
"10/08/2015","59.68","59.68","59.68","59.68","251.31K","-1.16%"
"10/07/2015","60.38","60.38","60.38","60.38","251.00K","-0.46%"
"10/06/2015","60.66","60.66","60.66","60.66","175.11K","2.17%"
"10/05/2015","59.37","59.37","59.37","59.37","124.85K","1.47%"
"10/02/2015","58.51","58.01","58.01","58.01","0.00K","0.10%"
"10/01/2015","58.45","58.45","58.45","58.45","157.45K","-2.13%"
"09/30/2015","59.72","59.72","59.72","59.72","116.68K","0.30%"
"09/29/2015","59.54","59.54","59.54","59.54","81.16K","-0.27%"
"09/28/2015","59.70","59.70","59.70","59.70","89.08K","-2.03%"
"09/25/2015","60.94","60.94","60.94","60.94","114.88K","0.51%"
"09/24/2015","60.63","60.63","60.63","60.63","105.25K","0.95%"
"09/23/2015","60.06","60.06","60.06","60.06","113.85K","-2.64%"
"09/22/2015","61.69","61.69","61.69","61.69","345.88K","0.28%"
"09/21/2015","61.52","61.52","61.52","61.52","344.19K","2.09%"
"09/18/2015","60.26","60.26","60.26","60.26","283.49K","-2.19%"
"09/17/2015","61.61","61.61","61.61","61.61","221.85K","-0.69%"
"09/16/2015","62.04","62.00","62.00","62.00","0.00K","1.29%"
"09/15/2015","61.25","61.25","61.25","61.25","170.35K","0.79%"
"09/14/2015","60.77","60.77","60.77","60.77","171.25K","-2.00%"
"09/11/2015","62.01","62.01","62.01","62.01","168.38K","-0.80%"
"09/10/2015","62.51","62.51","62.51","62.51","216.75K","1.74%"
"09/09/2015","61.44","61.44","61.44","61.44","178.02K","-1.63%"
"09/08/2015","62.46","62.46","62.46","62.46","164.18K","39.73%"
"09/07/2015","44.70","45.72","45.92","44.15","","-2.23%"
"09/06/2015","45.72","45.72","45.87","45.61","","-26.10%"
"09/04/2015","61.87","61.87","61.87","61.87","100.45K","-1.67%"
"09/03/2015","62.92","64.00","64.00","64.00","0.02K","-0.24%"
"09/02/2015","63.07","63.07","63.07","63.07","172.55K","1.79%"
"09/01/2015","61.96","61.96","61.96","61.96","179.76K","-5.61%"
"08/31/2015","65.64","65.64","65.64","65.64","154.92K","2.34%"
"08/28/2015","64.14","63.47","63.47","63.47","0.00K","2.02%"
"08/27/2015","62.87","62.87","62.87","62.87","111.69K","5.20%"
"08/26/2015","59.76","59.74","59.74","59.74","0.00K","0.93%"
"08/25/2015","59.21","59.21","59.21","59.21","101.00K","1.37%"
"08/24/2015","58.41","57.77","57.77","57.77","0.00K","-2.37%"
"08/21/2015","59.83","61.01","61.01","61.01","0.00K","-3.22%"
"08/20/2015","61.82","63.00","63.00","62.07","0.01K","-2.29%"
"08/19/2015","63.27","64.01","64.01","64.01","0.00K","-2.23%"
"08/18/2015","64.71","64.71","64.71","64.71","248.26K","-0.64%"
"08/17/2015","65.13","65.13","65.13","65.13","212.81K","-0.78%"
"08/14/2015","65.64","65.64","65.64","65.64","185.42K","1.03%"
"08/13/2015","64.97","64.97","64.97","64.97","262.89K","0.37%"
"08/12/2015","64.73","64.73","64.73","64.73","273.26K","0.81%"
"08/11/2015","64.21","64.21","64.21","64.21","293.76K","0.05%"
"08/10/2015","64.18","64.18","64.18","64.18","257.56K","1.45%"
"08/07/2015","63.26","63.26","63.26","63.26","184.85K","-1.00%"
"08/06/2015","63.90","63.90","63.90","63.90","161.46K","0.79%"
"08/05/2015","63.40","63.40","63.40","63.40","106.08K","-0.39%"
"08/04/2015","63.65","63.65","63.65","63.65","102.04K","0.05%"
"08/03/2015","63.62","63.62","63.62","63.62","91.15K","-0.81%"
"07/31/2015","64.14","64.14","64.14","64.14","71.31K","-0.57%"
"07/30/2015","64.51","64.51","64.51","64.51","46.06K","-0.14%"
"07/29/2015","64.60","64.60","64.60","64.60","66.09K","-0.12%"
"07/28/2015","64.68","64.68","64.68","64.68","63.89K","0.19%"
"07/27/2015","64.56","64.56","64.56","64.56","54.13K","-0.06%"
"07/24/2015","64.60","64.60","64.60","64.60","41.97K","-1.19%"
"07/23/2015","65.38","65.38","65.38","65.38","71.48K","-1.19%"
"07/22/2015","66.17","66.17","66.17","66.17","60.20K","-1.46%"
"07/21/2015","67.15","67.15","67.15","67.15","254.32K","1.08%"
"07/20/2015","66.43","66.43","66.43","66.43","288.56K","-0.15%"
"07/17/2015","66.53","66.53","65.93","67.64","188.36K","-0.60%"
"07/16/2015","66.93","66.93","66.60","68.33","205.86K","-0.76%"
"07/15/2015","67.44","67.44","67.06","68.74","174.98K","-1.59%"
"07/14/2015","68.53","68.53","68.26","69.63","205.99K","-0.13%"
"07/13/2015","68.62","68.62","67.75","69.47","152.63K","0.45%"
"07/10/2015","68.31","68.31","67.26","68.31","140.79K","1.61%"
"07/09/2015","67.23","67.77","67.77","67.77","0.00K","1.85%"
"07/08/2015","66.01","66.01","66.01","66.01","173.16K","0.47%"
"07/07/2015","65.70","65.85","65.85","65.25","0.00K","-0.05%"
"07/06/2015","65.73","65.73","65.98","65.98","148.80K","18.39%"
"07/03/2015","55.52","56.60","56.78","55.42","","-18.72%"
"07/02/2015","68.31","68.31","68.31","68.31","90.74K","-0.13%"
"07/01/2015","68.40","68.40","68.40","68.40","0.08K","-0.48%"
"06/30/2015","68.73","68.73","68.73","68.73","78.22K","0.01%"
"06/29/2015","68.72","68.72","68.72","68.72","59.22K","-0.65%"
"06/26/2015","69.17","69.17","69.17","69.17","46.37K","0.26%"
"06/25/2015","68.99","68.99","68.99","68.99","40.35K","-0.17%"
"06/24/2015","69.11","69.11","69.11","69.11","65.56K","-0.63%"
"06/23/2015","69.55","69.55","69.55","69.55","74.70K","-0.80%"
"06/22/2015","70.11","70.11","70.11","70.11","255.31K","1.29%"
"06/19/2015","69.22","69.22","69.22","69.22","299.89K","-1.02%"
"06/18/2015","69.93","69.93","69.93","69.93","171.48K","0.40%"
"06/17/2015","69.65","69.65","69.65","69.65","232.09K","0.03%"
"06/16/2015","69.63","69.63","69.63","69.63","129.30K","0.45%"
"06/15/2015","69.32","69.32","69.32","69.32","128.26K","0.68%"
"06/12/2015","68.85","68.85","68.85","68.85","91.96K","-1.32%"
"06/11/2015","69.77","69.77","69.77","69.77","150.62K","-0.61%"
"06/10/2015","70.20","70.20","70.20","70.20","188.78K","0.47%"
"06/09/2015","69.87","69.87","69.87","69.87","153.51K","0.69%"
